SKU,Category,Brand,Base_Product,Product_Name,Product_Details,Tags,Price,Target_Needs,Key_Benefits,Competing_Brand_Name,Competing_Product_Name,Competing_Product_Description,Competing_Product_URL,Competing_Product_Price,Why_Choose_Amway
316380,Wellness,XS,XS™ Post-Workout Recovery,XS™ Post-Workout Recovery - Fruit Punch (12 Stick Packs),Recovery powder in portable stick packs with BCAAs and electrolytes.,"Post-Workout, Portable",33,"Muscle repair, On-the-go",BCAAs + glutamine + carbs,MusclePharm,Combat XL Post-Workout,A portable or tub-based recovery formula focused on BCAAs and post-exercise muscle support.,https://musclepharm.com/,40,"The portable stick pack format of XS™ Post-Workout Recovery ensures you can start your replenishment immediately within the critical 30-minute post-exercise window, no matter where you train. This version provides the same advanced blend of glutamine, BCAAs, and joint-supportive turmeric as our larger pouch, making it a highly efficient tool for the mobile athlete. Choosing XS stick packs offers the ultimate value in convenience and professional-grade performance support that standalone retail tubs simply can't provide."
110601,Wellness,XS,XS™ CocoWater Hydration Drink Mix,XS™ CocoWater Hydration Drink Mix – Strawberry/Watermelon,"Coconut water-based electrolytes, low sugar, no artificial colors.","Hydration, Electrolytes",28,Hydration replenishment,Coconut water powder,Liquid I.V.,Hydration Multiplier,A non-GMO electrolyte drink mix that utilizes Cellular Transport Technology to deliver hydration to the bloodstream.,https://www.liquid-iv.com/,24.99 (16ct),"XS™ CocoWater Hydration sets a higher bar by using natural coconut water powder as a foundation for its electrolyte profile, providing a more balanced and natural replenishment of potassium and magnesium. While many retail hydration mixes like Liquid I.V. rely heavily on a specific sugar-to-salt ratio for transport, XS offers a cleaner, low-sugar formula without artificial colors or preservatives. It is a professional-grade hydration solution that supports your fluid balance and endurance using high-purity, traceable ingredients."
110631,Wellness,XS,XS™ CocoWater Hydration Drink Mix,XS™ CocoWater Hydration Drink Mix – Pineapple/Coconut,"Coconut water electrolyte hydration mix, tropical flavor.","Hydration, Electrolytes",28,Tropical hydration,Coconut water powder,Liquid I.V.,Hydration Multiplier - Tropical,A tropical-flavored electrolyte mix designed for rapid hydration and fluid replenishment.,https://www.liquid-iv.com/,24.99 (16ct),"This tropical variant offers the same advanced coconut water-based hydration support as our other CocoWater mixes, ensuring optimal replenishment during or after physical activity. By choosing XS, you are opting for a ""clean label"" hydration tool that avoids the synthetic dyes and high sugar content found in many traditional sports drinks. It is a premium, effective way to stay hydrated and support peak physical performance with the trust and quality of the XS and Nutrilite heritage."
296753,Wellness,XS,XS™ CBD Cream,XS™ CBD Cream,"500mg full-spectrum CBD, menthol, and arnica for targeted relief.","CBD, Muscle Relief",61,Muscle soreness relief,500mg CBD + menthol,CBDistillery,500mg CBD Balm,A full-spectrum CBD balm designed for localized relief of mild muscle and joint discomfort.,https://www.cbdistillery.com/,50,"XS™ CBD Cream combines 500mg of high-purity, full-spectrum CBD with the cooling power of menthol and arnica to provide targeted relief for sore muscles and joints. Unlike many retail CBD balms that can feel greasy or use low-grade isolates, our cream is professionally formulated for smooth application and rapid absorption. It is a third-party tested, non-psychoactive solution that offers a sophisticated and effective approach to post-workout recovery and daily physical comfort."
300323,Wellness,XS,XS™ CBD Pro Cream,XS™ CBD Pro Cream,"1000mg full-spectrum CBD with MSM, menthol, and arnica.","CBD, Professional Relief",71,Deep muscle relief,1000mg CBD + MSM,Soul CBD,Rapid Relief Cream,A potent CBD cream designed for fast-acting relief of chronic pain and muscle tension.,https://www.mysoulcbd.com/,75,"XS™ CBD Pro Cream is our professional-strength topical, featuring a potent 1000mg of full-spectrum CBD enhanced with MSM for superior anti-inflammatory support. While retail high-potency creams like Soul CBD are effective, XS offers a unique blend of arnica and menthol in a non-greasy formula that is specifically tested for purity and performance. It is a premium, athlete-grade recovery tool designed for those who require deep, reliable relief to maintain an elite level of physical activity."
127811,Wellness,XS,XS™ Ignite Powder,XS™ Ignite Powder – Moro Blood Orange,Fat-burning energy powder with Moro blood orange extract and green tea.,"Fat Burning, Metabolism",44,Visceral fat reduction,Moro Blood Orange extract,Garden of Life,Dr. Formulated Keto Fit,A weight management powder featuring organic green coffee bean extract and other metabolic supports.,https://www.gardenoflife.com/,35,"XS™ Ignite Powder features a clinically studied Moro blood orange extract, which has been shown in human trials to help reduce body weight, BMI, and waist circumference. Unlike generic fat burners that rely on high levels of stimulants, our formula uses a standardized thermogenic blend of green tea and anthocyanins to support metabolic health more naturally. It is a sophisticated, ""seed to supplement"" tool that offers a science-backed approach to improving body composition when paired with a healthy lifestyle."
305555,Wellness,XS,XS™ Sports Twist Tubes,XS™ Sports Twist Tubes – Raspberry Lemonade,Portable electrolyte and B-vitamin drink mix. Raspberry Lemonade flavor.,"Hydration, Portable",23,On-the-go hydration,Electrolytes + B vitamins,Propel,Immune Support Stick Packs,Electrolyte water enhancer with Vitamin C and Zinc to support hydration and immune health.,https://www.propelwater.com/,10.00 (10ct),"XS™ Sports Twist Tubes are a convenient, low-calorie way to turn any water into a performance-supporting sports drink with essential electrolytes and a full complex of B-vitamins. While retail enhancers like Propel offer basic hydration, XS prioritizes a professional-grade nutrient profile designed to support cellular energy production during activity. These portable tubes are a high-value, ""seed to supplement"" choice for athletes who need efficient and effective hydration without artificial dyes or high-fructose corn syrup."
110390,Wellness,XS,XS™ Sports Twist Tubes,XS™ Sports Twist Tubes – Fruit Punch,Portable electrolyte and B-vitamin drink mix. Fruit Punch flavor.,"Hydration, Portable",23,On-the-go hydration,Electrolytes + B vitamins,Propel,Immune Support Stick Packs,A fruit punch flavored hydration stick pack featuring electrolytes and essential vitamins.,https://www.propelwater.com/,10.00 (10ct),"Our Fruit Punch Twist Tubes provide the same concentrated electrolyte and B-vitamin support as the rest of our hydration line, making it easier than ever to maintain peak performance on the go. By avoiding the synthetic fillers and high sugar loads found in mass-market sports drinks, XS offers a cleaner and more effective hydration tool. It is a premium choice for active individuals who demand the highest quality and purity in every drop of water they drink."
128208,Wellness,XS,Fitness Jump Start Solution,Fitness Jump Start Solution - Vanilla,"Complete bundle: protein, pre-workout, and recovery. Vanilla flavor.","Fitness Bundle, Training",174,Fitness jump start,All-in-one system,Beachbody,Ultimate Reset Bundle,A comprehensive supplement and nutrition kit designed to kickstart a weight loss or fitness journey.,https://www.teambeachbody.com/,160,"The XS™ Fitness Jump Start Solution is a professional-grade, all-in-one system that removes the guesswork from your fitness journey by providing a perfectly synchronized regimen of pre-, during-, and post-workout support. Unlike individual retail purchases, this bundle ensures your supplements work synergistically to maximize muscle building, energy, and recovery. By choosing the XS system, you are investing in a comprehensive, traceable solution that is rigorously tested for quality, offering a superior level of performance support than disconnected mass-market products."
128209,Wellness,XS,Fitness Jump Start Solution,Fitness Jump Start Solution - Chocolate,"Complete bundle: protein, pre-workout, and recovery. Chocolate flavor.","Fitness Bundle, Training",174,Fitness jump start,All-in-one system,Beachbody,Ultimate Reset Bundle,A complete fitness starter kit featuring chocolate protein and a structured supplement plan.,https://www.teambeachbody.com/,160,"The chocolate variant of our Jump Start Solution provides the same elite-level synergy and professional-grade protein, pre-workout, and recovery tools to help you hit your fitness goals faster. Nutrilite and XS products are backed by a ""seed to supplement"" guarantee, ensuring that every component of this kit meets the highest standards for purity and efficacy. It is a high-value investment for anyone serious about transforming their physique with the support of a world-class nutritional system."
128210,Wellness,XS,Fitness Jump Start Solution,Fitness Jump Start Solution - Strawberry,"Complete bundle: protein, pre-workout, and recovery. Strawberry flavor.","Fitness Bundle, Training",174,Fitness jump start,All-in-one system,Beachbody,Ultimate Reset Bundle,A comprehensive strawberry-flavored fitness starter kit with a full supplement and nutrition protocol.,https://www.teambeachbody.com/,160,Choosing the strawberry Jump Start Solution ensures you have a delicious and effective supplement routine that covers every phase of your training. Our commitment to NSF Certification for Sport across many of our XS products means you can trust this kit to be as clean as it is powerful. This all-in-one approach offers a level of convenience and nutritional coherence that simply cannot be matched by piecing together various retail brands.
111045,Wellness,Nutrilite,Wellness Bars,Nutrilite™ Wellness Bars - Nutty Dark Chocolate,"Real nuts, dark chocolate, plant-based protein, and fiber.","Snack Bar, Natural",29,Healthy snacking,"Protein + fiber, real nuts",KIND,Dark Chocolate Nuts & Sea Salt,"A snack bar made with whole nuts and dark chocolate, providing a balance of healthy fats and protein.",https://www.kindsnacks.com/,15.00 (12pk),"Nutrilite™ Wellness Bars provide a professional-grade snack alternative made with high-quality plant-based ingredients and real dark chocolate. While popular retail bars like KIND are common, Nutrilite focuses on a balanced macro profile with traceable, ""seed to supplement"" ingredients that are rigorously tested for safety. Our bars offer a satisfying, nutrient-dense way to bridge gaps between meals without the artificial additives or hidden sugars often found in mass-market snack options."
285375,Wellness,Perfect,Perfect Empowered Drinking Water,Perfect Empowered Drinking Water®,Structured alkaline water with electrolytes and trace minerals.,"Hydration, Alkaline",52,Optimal hydration,"Alkaline pH, minerals",Essentia,Alkaline Water,A supercharged ionized alkaline water with a pH of 9.5 or higher and added electrolytes for taste.,https://essentiawater.com/,25.00 (12pk),"Perfect Empowered Drinking Water® is a professional-grade hydration solution that goes beyond basic filtration by utilizing a proprietary structuring process to enhance cellular absorption. Unlike mass-market alkaline waters like Essentia, which often focus on pH level alone, Perfect water includes a balanced blend of electrolytes and trace minerals to support total body recovery and fluid balance. It is a premium choice for those who demand the highest quality water to fuel their performance and support their long-term health goals."
